estimating workout witch takes just one milisecond
end estimation
1	 1	 0
1	 2	 0
1	 3	 0
1	 4	 0
1	 6	 0
1	 7	 0
1	 8	 0
1	 9	 0
1	 10	 0
1	 12	 1
1	 13	 1
1	 14	 1
1	 15	 1
1	 16	 1
1	 17	 1
1	 18	 1
1	 20	 1
1	 21	 1
1	 22	 1
1	 23	 2
1	 24	 2
1	 25	 2
1	 26	 2
1	 28	 2
1	 29	 2
1	 30	 2
1	 31	 2
1	 32	 2
1	 33	 2
1	 34	 3
1	 36	 3
1	 37	 3
1	 38	 3
1	 39	 3
1	 40	 3
1	 42	 3
1	 43	 3
1	 44	 3
1	 45	 3
1	 46	 4
1	 48	 4
1	 49	 4
1	 50	 4
1	 51	 4
1	 52	 4
1	 53	 4
1	 55	 4
1	 56	 4
1	 57	 4
1	 58	 5
1	 59	 5
1	 60	 5
1	 61	 5
1	 63	 5
1	 64	 5
1	 65	 5
1	 66	 5
1	 67	 5
1	 68	 5
1	 70	 6
1	 71	 6
1	 72	 6
1	 73	 6
1	 74	 6
1	 76	 6
1	 77	 6
1	 78	 6
1	 79	 6
1	 81	 6
1	 82	 7
1	 83	 7
1	 84	 7
1	 85	 7
1	 86	 7
1	 87	 7
1	 89	 7
1	 90	 7
1	 91	 7
1	 92	 7
1	 93	 8
1	 94	 8
1	 96	 8
1	 97	 8
1	 98	 8
1	 99	 8
1	 100	 8
1	 101	 8
1	 102	 8
1	 103	 8
1	 105	 9
1	 106	 9
1	 107	 9
1	 109	 9
1	 110	 9
1	 111	 9
1	 112	 9
1	 114	 9
1	 115	 9
1	 116	 9
1	 117	 10
1	 118	 10
1	 119	 10
1	 120	 10
1	 122	 10
1	 123	 10
1	 124	 10
1	 125	 10
1	 126	 10
1	 127	 10
1	 128	 11
1	 130	 11
1	 131	 11
1	 132	 11
1	 133	 11
1	 134	 11
1	 135	 11
1	 137	 11
1	 138	 11
1	 139	 11
1	 140	 12
1	 141	 12
1	 143	 12
1	 144	 12
1	 145	 12
1	 146	 12
1	 147	 12
1	 149	 12
1	 150	 12
1	 151	 12
1	 152	 13
1	 153	 13
1	 154	 13
1	 155	 13
1	 156	 13
1	 158	 13
1	 159	 13
1	 160	 13
1	 161	 13
1	 162	 13
1	 163	 14
1	 165	 14
1	 166	 14
1	 167	 14
1	 168	 14
1	 169	 14
1	 170	 14
1	 172	 14
1	 173	 14
1	 174	 14
1	 175	 15
1	 176	 15
1	 178	 15
1	 179	 15
1	 180	 15
1	 181	 15
1	 182	 15
1	 184	 15
1	 185	 15
1	 186	 15
1	 187	 16
1	 188	 16
1	 189	 16
1	 191	 16
1	 192	 16
1	 193	 16
1	 194	 16
1	 195	 16
1	 196	 16
1	 197	 16
1	 199	 17
1	 200	 17
1	 201	 17
1	 202	 17
1	 203	 17
1	 204	 17
1	 205	 17
1	 207	 17
1	 208	 17
1	 209	 17
1	 210	 18
1	 212	 18
1	 213	 18
1	 214	 18
1	 215	 18
1	 216	 18
1	 218	 18
1	 219	 18
1	 220	 18
1	 221	 18
1	 222	 19
1	 223	 19
1	 225	 19
1	 226	 19
1	 227	 19
1	 228	 19
1	 229	 19
1	 230	 19
1	 231	 19
1	 233	 19
1	 234	 20
1	 235	 20
1	 236	 20
1	 237	 20
1	 238	 20
1	 240	 20
1	 241	 20
1	 242	 20
1	 243	 20
1	 244	 20
1	 246	 21
1	 247	 21
1	 248	 21
1	 249	 21
1	 250	 21
1	 251	 21
1	 253	 21
1	 254	 21
1	 255	 21
1	 256	 21
1	 257	 22
1	 258	 22
1	 259	 22
1	 261	 22
1	 262	 22
1	 263	 22
1	 264	 22
1	 265	 22
1	 267	 22
1	 268	 22
1	 269	 23
1	 270	 23
1	 271	 23
1	 273	 23
1	 274	 23
1	 275	 23
1	 277	 23
1	 278	 23
1	 279	 23
1	 280	 23
1	 282	 24
1	 283	 24
1	 284	 24
1	 285	 24
1	 286	 24
1	 287	 24
1	 288	 24
1	 290	 24
1	 291	 24
1	 292	 24
1	 293	 25
1	 294	 25
1	 295	 25
1	 297	 25
1	 298	 25
1	 299	 25
1	 300	 25
1	 301	 25
1	 302	 25
1	 304	 25
1	 305	 26
1	 306	 26
1	 307	 26
1	 308	 26
1	 310	 26
1	 311	 26
1	 312	 26
1	 313	 26
1	 315	 26
1	 316	 26
1	 317	 27
1	 318	 27
1	 319	 27
1	 320	 27
1	 321	 27
1	 322	 27
1	 324	 27
1	 325	 27
1	 326	 27
1	 327	 27
1	 328	 28
1	 329	 28
1	 331	 28
1	 332	 28
1	 333	 28
1	 334	 28
1	 335	 28
1	 336	 28
1	 338	 28
1	 339	 28
1	 340	 29
1	 341	 29
1	 342	 29
1	 344	 29
1	 345	 29
1	 346	 29
1	 347	 29
1	 348	 29
1	 349	 29
1	 351	 29
1	 352	 30
1	 353	 30
1	 354	 30
1	 355	 30
1	 356	 30
1	 357	 30
1	 359	 30
1	 360	 30
1	 361	 30
1	 362	 30
1	 363	 31
1	 364	 31
1	 365	 31
1	 367	 31
1	 368	 31
1	 369	 31
1	 370	 31
1	 371	 31
1	 372	 31
1	 374	 31
1	 375	 32
1	 376	 32
1	 377	 32
1	 379	 32
1	 380	 32
1	 381	 32
1	 382	 32
1	 383	 32
1	 384	 32
1	 386	 32
1	 387	 33
1	 388	 33
1	 389	 33
1	 390	 33
1	 391	 33
1	 392	 33
1	 394	 33
1	 395	 33
1	 396	 33
1	 397	 33
1	 398	 34
1	 399	 34
1	 401	 34
1	 402	 34
1	 403	 34
1	 404	 34
1	 405	 34
1	 407	 34
1	 408	 34
1	 409	 34
1	 410	 35
1	 412	 35
1	 413	 35
1	 414	 35
1	 415	 35
1	 416	 35
1	 417	 35
1	 419	 35
1	 420	 35
1	 421	 35
1	 422	 36
1	 423	 36
1	 424	 36
1	 426	 36
1	 427	 36
1	 428	 36
1	 429	 36
1	 430	 36
1	 431	 36
1	 432	 36
1	 434	 37
1	 435	 37
1	 436	 37
1	 437	 37
1	 438	 37
1	 439	 37
1	 441	 37
1	 442	 37
1	 443	 37
1	 445	 37
1	 446	 38
1	 447	 38
1	 448	 38
1	 449	 38
1	 450	 38
1	 452	 38
1	 453	 38
1	 454	 38
1	 455	 38
1	 456	 38
1	 457	 39
1	 458	 39
1	 460	 39
1	 461	 39
1	 462	 39
1	 463	 39
1	 464	 39
1	 465	 39
1	 466	 39
1	 468	 39
1	 469	 40
1	 470	 40
1	 471	 40
1	 472	 40
1	 474	 40
1	 475	 40
1	 476	 40
1	 477	 40
1	 478	 40
1	 479	 40
1	 481	 41
1	 482	 41
1	 483	 41
1	 484	 41
1	 485	 41
1	 486	 41
1	 487	 41
1	 489	 41
1	 490	 41
1	 491	 41
1	 492	 42
1	 493	 42
1	 494	 42
1	 496	 42
1	 497	 42
1	 498	 42
1	 499	 42
1	 501	 42
1	 502	 42
1	 503	 42
1	 504	 43
1	 505	 43
1	 506	 43
1	 508	 43
1	 509	 43
1	 510	 43
1	 511	 43
1	 513	 43
1	 514	 43
1	 515	 43
1	 516	 44
1	 517	 44
1	 518	 44
1	 519	 44
1	 521	 44
1	 522	 44
1	 523	 44
1	 524	 44
1	 525	 44
1	 526	 44
1	 528	 45
1	 529	 45
1	 530	 45
1	 531	 45
1	 532	 45
1	 533	 45
1	 534	 45
1	 536	 45
1	 537	 45
1	 538	 45
1	 539	 46
1	 540	 46
1	 542	 46
1	 543	 46
1	 544	 46
1	 545	 46
1	 547	 46
1	 548	 46
1	 549	 46
1	 550	 46
1	 551	 47
1	 552	 47
1	 553	 47
1	 555	 47
1	 556	 47
1	 557	 47
1	 558	 47
1	 559	 47
1	 561	 47
1	 562	 47
1	 563	 48
1	 564	 48
1	 565	 48
1	 566	 48
1	 567	 48
1	 568	 48
1	 570	 48
1	 571	 48
1	 572	 48
1	 573	 48
1	 574	 49
1	 576	 49
1	 577	 49
1	 578	 49
1	 579	 49
1	 581	 49
1	 582	 49
1	 583	 49
1	 584	 49
1	 585	 49
1	 586	 50
1	 587	 50
1	 589	 50
1	 590	 50
1	 591	 50
1	 592	 50
1	 593	 50
1	 594	 50
1	 596	 50
1	 597	 50
1	 598	 51
1	 599	 51
1	 600	 51
1	 601	 51
1	 602	 51
1	 604	 51
1	 605	 51
1	 606	 51
1	 607	 51
1	 608	 51
1	 610	 52
1	 611	 52
1	 612	 52
1	 613	 52
1	 614	 52
1	 616	 52
1	 617	 52
1	 618	 52
1	 619	 52
1	 620	 52
1	 621	 53
1	 622	 53
1	 624	 53
1	 625	 53
1	 626	 53
1	 627	 53
1	 628	 53
1	 629	 53
1	 630	 53
1	 632	 53
1	 633	 54
1	 634	 54
1	 635	 54
1	 636	 54
1	 637	 54
1	 639	 54
1	 640	 54
1	 641	 54
1	 642	 54
1	 643	 54
1	 645	 55
1	 646	 55
1	 647	 55
1	 648	 55
1	 649	 55
1	 651	 55
1	 652	 55
1	 653	 55
1	 654	 55
1	 655	 55
1	 656	 56
1	 657	 56
1	 658	 56
1	 660	 56
1	 661	 56
1	 662	 56
1	 663	 56
1	 664	 56
1	 665	 56
1	 666	 56
1	 668	 57
1	 669	 57
1	 670	 57
1	 671	 57
1	 673	 57
1	 674	 57
1	 675	 57
1	 676	 57
1	 677	 57
1	 678	 57
1	 680	 58
1	 681	 58
1	 682	 58
1	 683	 58
1	 685	 58
1	 686	 58
1	 687	 58
1	 688	 58
1	 689	 58
1	 690	 58
1	 691	 59
1	 693	 59
1	 694	 59
1	 695	 59
1	 696	 59
1	 697	 59
1	 698	 59
1	 699	 59
1	 701	 59
1	 702	 59
1	 703	 60
1	 704	 60
1	 705	 60
1	 707	 60
1	 708	 60
1	 709	 60
1	 710	 60
1	 711	 60
1	 713	 60
1	 714	 60
1	 715	 61
1	 716	 61
1	 717	 61
1	 719	 61
1	 720	 61
1	 721	 61
1	 722	 61
1	 723	 61
1	 724	 61
1	 726	 61
1	 727	 62
1	 728	 62
1	 729	 62
1	 730	 62
1	 731	 62
1	 732	 62
1	 734	 62
1	 735	 62
1	 736	 62
1	 737	 62
1	 738	 63
1	 740	 63
1	 741	 63
1	 742	 63
1	 743	 63
1	 744	 63
1	 746	 63
1	 747	 63
1	 748	 63
1	 749	 63
1	 750	 64
1	 752	 64
1	 753	 64
1	 754	 64
1	 755	 64
1	 756	 64
1	 757	 64
1	 758	 64
1	 760	 64
1	 761	 64
1	 762	 65
1	 763	 65
1	 764	 65
1	 765	 65
1	 767	 65
1	 768	 65
1	 769	 65
1	 770	 65
1	 771	 65
1	 772	 65
1	 774	 66
1	 775	 66
1	 776	 66
